Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MSC,Studio City International Holdings Limited,14.75,$1.16B,2018,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/msc
RGR,"Sturm, Ruger & Company, Inc.",71.72,$1.25B,n/a,Capital Goods,Ordnance And Accessories,https://old.nasdaq.com/symbol/rgr
SPH,"Suburban Propane Partners, L.P.",15.51,$963.66M,1996,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sph
SMFG,Sumitomo Mitsui Financial Group Inc,5.91,$40.47B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/smfg
INN,"Summit Hotel Properties, Inc.",6.76,$713.88M,2011,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/inn
INN^D,"Summit Hotel Properties, Inc.",19.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^d
INN^E,"Summit Hotel Properties, Inc.",19.75,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/inn^e
SUM,"Summit Materials, Inc.",16.48,$1.88B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/sum
SMLP,"Summit Midstream Partners, LP",1.28,$121.03M,2012,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/smlp
SUI,"Sun Communities, Inc.",146.6,$14.41B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/sui
SLF,Sun Life Financial Inc.,36.8,$21.52B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/slf
SXC,"SunCoke Energy, Inc.",2.99,$247.46M,2011,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/sxc
SU,Suncor Energy  Inc.,17.71,$27.01B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/su
STG,Sunlands Technology Group,1.5,$255.06M,2018,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/stg
NOVA,Sunnova Energy International Inc.,17.79,$1.49B,2019,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nova
SUN,Sunoco LP,26.02,$2.59B,2012,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/sun
SHO,"Sunstone Hotel Investors, Inc.",9.17,$1.98B,2004,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/sho
SHO^E,"Sunstone Hotel Investors, Inc.",25.3055,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^e
SHO^F,"Sunstone Hotel Investors, Inc.",24.73,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sho^f
SPN,"Superior Energy Services, Inc.",1.48,$23.38M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/spn
SUP,"Superior Industries International, Inc.",1.7,$43.51M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/sup
SOAC.U,Sustainable Opportunities Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/soac.u
SUZ,Suzano S.A.,7.36,$9.93B,2018,Basic Industries,Paper,https://old.nasdaq.com/symbol/suz
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.97,$105.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/swz
SWCH,"Switch, Inc.",18.17,$4.37B,2017,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/swch
SBE,Switchback Energy Acquisition Corporation,9.83,$385.97M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/sbe
SBE.U,Switchback Energy Acquisition Corporation,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/sbe.u
SBE.WS,Switchback Energy Acquisition Corporation,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sbe.ws
SYF,Synchrony Financial,24.75,$14.45B,2014,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/syf
SYF^A,Synchrony Financial,21.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/syf^a
SNX,Synnex Corporation,101.17,$5.21B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://old.nasdaq.com/symbol/snx
SNV,Synovus Financial Corp.,22.1,$3.26B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/snv
SNV^D,Synovus Financial Corp.,24.48,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^d
SNV^E,Synovus Financial Corp.,22.35,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/snv^e
GJP,"Synthetic Fixed-Income Securities, Inc.",23.8,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gjr
GJT,"Synthetic Fixed-Income Securities, Inc.",18.89,n/a,n/a,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gjt
SYY,Sysco Corporation,54.48,$27.66B,n/a,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/syy
SYX,Systemax Inc.,20.95,$785M,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/syx
TLRD,"Tailored Brands, Inc.",1.04,$50.7M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlrd
TWN,"Taiwan Fund, Inc. (The)",20.51,$153.43M,1986,n/a,n/a,https://old.nasdaq.com/symbol/twn
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,56.6,$293.53B,1997,Technology,Semiconductors,https://old.nasdaq.com/symbol/tsm
TAK,Takeda Pharmaceutical Company Limited,18.64,$58.08B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/tak
TAL,TAL Education Group,64.16,$37.97B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tal
TALO,"Talos Energy, Inc.",11.91,$778.23M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/talo
SKT,"Tanger Factory Outlet Centers, Inc.",7.69,$718.75M,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/skt
TPR,"Tapestry, Inc.",14.22,$3.93B,n/a,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/tpr
NGLS^A,Targa Resources Partners LP,23.24,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ngls^a
TRGP,"Targa Resources, Inc.",21.24,$4.95B,2010,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trgp
TGT,Target Corporation,118.27,$59.14B,n/a,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/tgt
TARO,Taro Pharmaceutical Industries Ltd.,68.19,$2.63B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/taro
TTM,Tata Motors Ltd,6.19,$4.45B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/ttm
TCO,"Taubman Centers, Inc.",37.4,$2.3B,1992,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tco
TCO^J,"Taubman Centers, Inc.",21.51,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^j
TCO^K,"Taubman Centers, Inc.",21.15,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tco^k
TMHC,Taylor Morrison Home Corporation,19.76,$2.56B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tmhc
TRP,TC Energy Corporation,44.05,$41.41B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/trp
TCP,"TC PipeLines, LP",35.23,$2.58B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tcp
TSI,"TCW Strategic Income Fund, Inc.",5.73,$273.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tsi
TEL,TE Connectivity Ltd.,81.41,$26.85B,n/a,Technology,Electronic Components,https://old.nasdaq.com/symbol/tel
TISI,"Team, Inc.",6.49,$198.77M,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/tisi
FTI,TechnipFMC plc,8,$3.59B,n/a,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/fti
TECK,Teck Resources Ltd,10.37,$5.51B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/teck
TK,Teekay Corporation,2.53,$255.8M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tk
TGP,Teekay LNG Partners L.P.,12.65,$1.12B,2005,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tgp
TGP^A,Teekay LNG Partners L.P.,24.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^a
TGP^B,Teekay LNG Partners L.P.,23.6428,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tgp^b
TNK,Teekay Tankers Ltd.,14.26,$480.56M,2007,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tnk
TGNA,TEGNA Inc.,11.25,$2.46B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tgna
TRC,Tejon Ranch Co,14.42,$378.1M,n/a,Finance,Real Estate,https://old.nasdaq.com/symbol/trc
HQH,Tekla Healthcare Investors,20.88,$899.57M,1987,n/a,n/a,https://old.nasdaq.com/symbol/hqh
THQ,Tekla Healthcare Opportunies Fund,18.02,$744.95M,2014,n/a,n/a,https://old.nasdaq.com/symbol/thq
HQL,Tekla Life Sciences Investors,17.56,$412.57M,1992,n/a,n/a,https://old.nasdaq.com/symbol/hql
THW,Tekla World Healthcare Fund,14.43,$434.38M,2015,n/a,n/a,https://old.nasdaq.com/symbol/thw
TDOC,"Teladoc Health, Inc.",192.06,$15.05B,2015,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/tdoc
TEO,Telecom Argentina Stet - France Telecom S.A.,9.39,$4.04B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/teo
TDY,Teledyne Technologies Incorporated,332.41,$12.19B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tdy
TFX,Teleflex Incorporated,367.81,$17.08B,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/tfx
VIV,Telefonica Brasil S.A.,9.41,$15.89B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/viv
TEF,Telefonica SA,5.08,$26.38B,1988,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tef
TDA,"Telephone and Data Systems, Inc.",24.55,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tda
TDE,"Telephone and Data Systems, Inc.",25.095,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tde
TDI,"Telephone and Data Systems, Inc.",25.52,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdi
TDJ,"Telephone and Data Systems, Inc.",25.1301,n/a,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tdj
TDS,"Telephone and Data Systems, Inc.",19.95,$2.28B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tds
TU,TELUS Corporation,17.09,$21.74B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tu
TDF,"Templeton Dragon Fund, Inc.",19.46,$657.83M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdf
EMF,Templeton Emerging Markets Fund,13.5,$223.43M,1987,n/a,n/a,https://old.nasdaq.com/symbol/emf
TEI,"Templeton Emerging Markets Income Fund, Inc.",7.74,$371.51M,1993,n/a,n/a,https://old.nasdaq.com/symbol/tei
GIM,"Templeton Global Income Fund, Inc.",5.22,$700.23M,1988,n/a,n/a,https://old.nasdaq.com/symbol/gim
TPX,"Tempur Sealy International, Inc.",75.14,$3.87B,2003,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/tpx
TS,Tenaris S.A.,13.76,$8.12B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts
TME,Tencent Music Entertainment Group,12.49,$20.95B,2018,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tme
THC,Tenet Healthcare Corporation,20.91,$2.19B,n/a,Health Care,Hospital/Nursing Management,https://old.nasdaq.com/symbol/thc
TNC,Tennant Company,64.04,$1.18B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc
TEN,Tenneco Inc.,8.01,$650.89M,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/ten
TVC,Tennessee Valley Authority,25.45,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tvc
TVE,Tennessee Valley Authority,25.5164,n/a,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tve
TDC,Teradata Corporation,20.45,$2.22B,n/a,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/tdc
TEX,Terex Corporation,19.28,$1.34B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/tex
TX,Ternium S.A.,16.24,$3.19B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tx
TRNO,Terreno Realty Corporation,55.6,$3.76B,2010,Finance,Real Estate,https://old.nasdaq.com/symbol/trno
TTI,"Tetra Technologies, Inc.",0.4377,$55.11M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tti
TEVA,Teva Pharmaceutical Industries Limited,12.04,$13.19B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/teva
TPL,Texas Pacific Land Trust,625.12,$4.85B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tpl
TGH,Textainer Group Holdings Limited,8.38,$460.02M,2007,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/tgh
TXT,Textron Inc.,34.59,$7.87B,n/a,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/txt
TFII,TFI International Inc.,33.41,$2.91B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfii
AES,The AES Corporation,13.41,$8.92B,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/aes
AZEK,The AZEK Company Inc.,29.5,$4.25B,2020,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/azek
BK,The Bank Of New York Mellon Corporation ,38.73,$34.29B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/bk
BK^C,The Bank Of New York Mellon Corporation ,25.33,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bk^c
BX,The Blackstone Group Inc.,57.09,$68.24B,2007,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx
CEE,"The Central and Eastern Europe Fund, Inc.",21.37,$143.31M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cee
SCHW,The Charles Schwab Corporation,36.67,$47.21B,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/schw
SCHW^C,The Charles Schwab Corporation,25.55,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^c
SCHW^D,The Charles Schwab Corporation,26.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/schw^d
COO,"The Cooper Companies, Inc. ",302.53,$16.13B,n/a,Health Care,Ophthalmic Goods,https://old.nasdaq.com/symbol/coo
GDV,The Gabelli Dividend & Income Trust,18.13,$1.64B,2003,n/a,n/a,https://old.nasdaq.com/symbol/gdv
GDV^A,The Gabelli Dividend & Income Trust,26.2,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^a
GDV^G,The Gabelli Dividend & Income Trust,25.82,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^g
GDV^H,The Gabelli Dividend & Income Trust,26.5726,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdv^h
GRX,The Gabelli Healthcare & Wellness Trust,10.08,$182.96M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx
GRX^B,The Gabelli Healthcare & Wellness Trust,26.1849,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/grx^b
GDL,The GDL Fund,8.3301,$128.86M,2007,n/a,n/a,https://old.nasdaq.com/symbol/gdl
GDL^C,The GDL Fund,51.3,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gdl^c
THG,"The Hanover Insurance Group, Inc.",101.24,$3.85B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thg
THGA,"The Hanover Insurance Group, Inc.",25.46,n/a,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/thga
TRV,"The Travelers Companies, Inc.",114.82,$29.03B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/trv
TMO,Thermo Fisher Scientific Inc,349.85,$138.17B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tmo
THR,"Thermon Group Holdings, Inc.",14.48,$477.91M,2011,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/thr
TPRE,Third Point Reinsurance Ltd.,7.53,$714.46M,2013,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/tpre
TCRW,"THL Credit, Inc.",23.6,n/a,2018,n/a,n/a,https://old.nasdaq.com/symbol/tcrw
TCRZ,"THL Credit, Inc.",24,n/a,2015,n/a,n/a,https://old.nasdaq.com/symbol/tcrz
TRI,Thomson Reuters Corp,68.28,$33.85B,n/a,Consumer Services,Publishing,https://old.nasdaq.com/symbol/tri
THO,"Thor Industries, Inc.",114.03,$6.29B,n/a,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/tho
TDW,Tidewater Inc.,5.72,$230.42M,2017,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/tdw
TDW.WS.A,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.a
TDW.WS.B,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tdw.ws.b
TIF,Tiffany & Co.,121.49,$14.74B,1987,Consumer Services,Consumer Specialties,https://old.nasdaq.com/symbol/tif
TLYS,"Tilly&#39;s, Inc.",5.74,$170.94M,2012,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tlys
TSU,TIM Participacoes S.A.,13.95,$6.75B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tsu
TKR,Timken Company (The),44.59,$3.35B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tkr
TMST,TimkenSteel Corporation,4.26,$191.56M,2014,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/tmst
TWI,"Titan International, Inc.",1.47,$89.09M,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/twi
TJX,"TJX Companies, Inc. (The)",54.54,$65.33B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/tjx
TOL,"Toll Brothers, Inc.",33.36,$4.19B,n/a,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tol
TR,"Tootsie Roll Industries, Inc.",35.6,$2.38B,n/a,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/tr
BLD,TopBuild Corp.,125.91,$4.2B,2015,Basic Industries,Engineering & Construction,https://old.nasdaq.com/symbol/bld
TTC,Toro Company (The),66.77,$7.16B,n/a,Capital Goods,Tools/Hardware,https://old.nasdaq.com/symbol/ttc
TD,Toronto Dominion Bank (The),45.61,$82.25B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/td
SHLL,Tortoise Acquisition Corp.,10.27,$299.13M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/shll
SHLL.U,Tortoise Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/shll.u
SHLL.WS,Tortoise Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shll.ws
NDP,"Tortoise Energy Independence Fund, Inc.",12.78,$23.59M,2012,n/a,n/a,https://old.nasdaq.com/symbol/ndp
TYG,Tortoise Energy Infrastructure Corporation,18,$241.8M,2004,n/a,n/a,https://old.nasdaq.com/symbol/tyg
TEAF,Tortoise Essential Assets Income Term Fund,11.43,$154.2M,2019,n/a,n/a,https://old.nasdaq.com/symbol/teaf
NTG,"Tortoise Midstream Energy Fund, Inc.",19.7,$124.52M,2010,n/a,n/a,https://old.nasdaq.com/symbol/ntg
TTP,"Tortoise Pipeline & Energy Fund, Inc.",15.565,$38.98M,2011,n/a,n/a,https://old.nasdaq.com/symbol/ttp
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",9.49,$65.97M,2009,n/a,n/a,https://old.nasdaq.com/symbol/tpz
TOT,Total S.A.,39.97,$103.38B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/tot
TSQ,"Townsquare Media, Inc.",5.02,$95.27M,2014,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/tsq
TM,Toyota Motor Corp Ltd Ord,128.88,$178.25B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/tm
TRTX,"TPG RE Finance Trust, Inc.",8.78,$673M,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trtx
TT,Trane Technologies plc,91.85,$21.97B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/tt
TAC,TransAlta Corporation,6,$1.65B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/tac
TCI,"Transcontinental Realty Investors, Inc.",37.21,$324.39M,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/tci
TDG,Transdigm Group Incorporated,459.69,$24.86B,2006,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/tdg
RIG,Transocean Ltd.,2.2,$1.41B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig
TGS,Transportadora De Gas Sa Ord B,5.55,$849.95M,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/tgs
TRU,TransUnion,89.76,$17.04B,2015,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/tru
TREB.U,Trebia Acquisition Corp.,n/a,n/a,2020,n/a,n/a,https://old.nasdaq.com/symbol/treb.u
TREC,Trecora Resources,5.86,$144.83M,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/trec
TG,Tredegar Corporation,15.68,$525.45M,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/tg
THS,"Treehouse Foods, Inc.",48.95,$2.76B,n/a,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/ths
TREX,"Trex Company, Inc.",120.43,$6.97B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/trex
TY,Tri Continental Corporation,25,$1.34B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ty
TY^,Tri Continental Corporation,57.1,n/a,n/a,Consumer Services,Miscellaneous,https://old.nasdaq.com/symbol/ty^
TPH,"TRI Pointe Group, Inc.",14.45,$1.88B,2013,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/tph
TRNE,Trine Acquisition Corp.,10.1,$378.94M,2019,Finance,Business Services,https://old.nasdaq.com/symbol/trne
TRNE.U,Trine Acquisition Corp.,n/a,n/a,2019,n/a,n/a,https://old.nasdaq.com/symbol/trne.u
TRNE.WS,Trine Acquisition Corp.,n/a,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trne.ws
TNET,"TriNet Group, Inc.",55.86,$3.76B,2014,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/tnet
TRN,"Trinity Industries, Inc.",22.43,$2.64B,n/a,Capital Goods,Railroads,https://old.nasdaq.com/symbol/trn
TSE,Trinseo S.A.,22.29,$852.35M,2014,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/tse
TPVG,TriplePoint Venture Growth BDC Corp.,10.34,$317.91M,2014,n/a,n/a,https://old.nasdaq.com/symbol/tpvg
TPVY,TriplePoint Venture Growth BDC Corp.,23.9,n/a,2017,n/a,n/a,https://old.nasdaq.com/symbol/tpvy
GTS,Triple-S Management Corporation,18.16,$432.32M,2007,Finance,Accident &Health Insurance,https://old.nasdaq.com/symbol/gts
TRTN,Triton International Limited,30.6,$2.15B,2016,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/trtn
TRTN^A,Triton International Limited,24.49,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^a
TRTN^B,Triton International Limited,23.5995,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^b
TRTN^C,Triton International Limited,23.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^c
TRTN^D,Triton International Limited,22.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/trtn^d
TGI,"Triumph Group, Inc.",10.09,$523.65M,1996,Capital Goods,Aerospace,https://old.nasdaq.com/symbol/tgi
TROX,Tronox Holdings plc,7.62,$1.09B,n/a,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/trox
TBI,"TrueBlue, Inc.",14.95,$540.09M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/tbi
TFC,Truist Financial Corporation,40.28,$54.28B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/tfc
TFC^F,Truist Financial Corporation,24.95,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^f
TFC^G,Truist Financial Corporation,24.99,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^g
TFC^H,Truist Financial Corporation,25.71,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^h
TFC^I,Truist Financial Corporation,24.2486,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^i
TFC^O,Truist Financial Corporation,25.64,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tfc^o
TNP,Tsakos Energy Navigation Ltd,2.41,$230.57M,2002,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/tnp
TNP^C,Tsakos Energy Navigation Ltd,25.27,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^c
TNP^D,Tsakos Energy Navigation Ltd,21.6,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^d
TNP^E,Tsakos Energy Navigation Ltd,20.5,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^e
TNP^F,Tsakos Energy Navigation Ltd,21.08,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tnp^f
TUFN,Tufin Software Technologies Ltd.,10.64,$378.86M,2019,Technology,EDP Services,https://old.nasdaq.com/symbol/tufn
TUP,Tupperware Brands Corporation,5.04,$247.03M,n/a,Consumer Non-Durables,Plastic Products,https://old.nasdaq.com/symbol/tup
TKC,Turkcell Iletisim Hizmetleri AS,5.43,$4.74B,n/a,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/tkc
TPB,"Turning Point Brands, Inc.",25.21,$493.01M,2016,Consumer Non-Durables,Tobacco,https://old.nasdaq.com/symbol/tpb
TRQ,Turquoise Hill Resources Ltd.,0.6775,$1.36B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/trq
TPC,Tutor Perini Corporation,12.22,$620.43M,n/a,Basic Industries,General Bldg Contractors - Nonresidential Bldgs,https://old.nasdaq.com/symbol/tpc
TWLO,Twilio Inc.,211.28,$29.59B,2016,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/twlo
