Stock,Year,Month,Dividends
BRG,2017,Jul,0.096666
BRG,2017,Jun,0.096667
BRG,2017,Mar,0.096667
BRG,2017,May,0.096667
BRG,2017,Nov,0.096667
BRG,2017,Oct,0.096666
BRG,2017,Sep,0.096667
BRG,2018,Dec,0.1625
BRG,2018,Jun,0.1625
BRG,2018,Mar,0.1625
BRG,2018,Sep,0.1625
BRG,2019,Dec,0.1625
BRG,2019,Jun,0.1625
BRG,2019,Mar,0.1625
BRG,2019,Sep,0.163
BRID,2010,Nov,0.1
BRID,2012,Nov,0.05
BRKL,2010,Apr,0.085
BRKL,2010,Jan,0.085
BRKL,2010,Jul,0.085
BRKL,2010,Oct,0.085
BRKL,2011,Apr,0.085
BRKL,2011,Jan,0.085
BRKL,2011,Jul,0.085
BRKL,2011,Nov,0.085
BRKL,2012,Aug,0.085
BRKL,2012,Feb,0.085
BRKL,2012,May,0.085
BRKL,2012,Nov,0.085
BRKL,2013,Aug,0.085
BRKL,2013,Feb,0.085
BRKL,2013,May,0.085
BRKL,2013,Nov,0.085
BRKL,2014,Aug,0.085
BRKL,2014,Feb,0.085
BRKL,2014,May,0.085
BRKL,2014,Nov,0.085
BRKL,2015,Aug,0.09
BRKL,2015,Feb,0.085
BRKL,2015,May,0.09
BRKL,2015,Nov,0.09
BRKL,2016,Aug,0.09
BRKL,2016,Feb,0.09
BRKL,2016,May,0.09
BRKL,2016,Nov,0.09
BRKL,2017,Aug,0.09
BRKL,2017,Feb,0.09
BRKL,2017,May,0.09
BRKL,2017,Nov,0.09
BRKL,2018,Aug,0.1
BRKL,2018,Feb,0.09
BRKL,2018,May,0.1
BRKL,2018,Nov,0.105
BRKL,2019,Aug,0.11
BRKL,2019,Feb,0.105
BRKL,2019,May,0.11
BRKL,2019,Nov,0.115
BRKR,2016,Dec,0.04
BRKR,2016,Jun,0.04
BRKR,2016,Mar,0.04
BRKR,2016,Sep,0.04
BRKR,2017,Aug,0.04
BRKR,2017,Dec,0.04
BRKR,2017,Jun,0.04
BRKR,2017,Mar,0.04
BRKR,2018,Aug,0.04
BRKR,2018,Jun,0.04
BRKR,2018,Mar,0.04
BRKR,2018,Nov,0.04
BRKR,2019,Aug,0.04
BRKR,2019,Mar,0.04
BRKR,2019,May,0.04
BRKR,2019,Nov,0.04
BRKS,2011,Dec,0.08
BRKS,2011,Sep,0.08
BRKS,2012,Dec,0.08
BRKS,2012,Jun,0.08
BRKS,2012,Mar,0.08
BRKS,2012,Sep,0.08
BRKS,2013,Dec,0.08
BRKS,2013,Jun,0.08
BRKS,2013,Mar,0.08
BRKS,2013,Sep,0.08
BRKS,2014,Dec,0.1
BRKS,2014,Jun,0.08
BRKS,2014,Mar,0.08
BRKS,2014,Sep,0.1
BRKS,2015,Dec,0.1
BRKS,2015,Jun,0.1
BRKS,2015,Mar,0.1
BRKS,2015,Sep,0.1
BRKS,2016,Aug,0.1
BRKS,2016,Jun,0.1
BRKS,2016,Mar,0.1
BRKS,2016,Nov,0.1
BRKS,2017,Mar,0.1
BRKS,2017,May,0.1
BRKS,2017,Nov,0.1
BRKS,2017,Sep,0.1
BRKS,2018,Dec,0.1
BRKS,2018,Mar,0.1
BRKS,2018,May,0.1
BRKS,2018,Sep,0.1
BRKS,2019,Dec,0.1
BRKS,2019,Feb,0.1
BRKS,2019,Jun,0.1
BRKS,2019,Sep,0.1
BRMK,2019,Dec,0.12
BRO,2010,Aug,0.0775
BRO,2010,Feb,0.0775
BRO,2010,May,0.0775
BRO,2010,Nov,0.08
BRO,2011,Aug,0.08
BRO,2011,Jan,0.08
BRO,2011,May,0.08
BRO,2011,Oct,0.085
BRO,2012,Aug,0.085
BRO,2012,Jan,0.085
BRO,2012,May,0.085
BRO,2012,Nov,0.09
BRO,2013,Apr,0.09
BRO,2013,Aug,0.09
BRO,2013,Jan,0.09
BRO,2013,Oct,0.1
BRO,2014,Aug,0.1
BRO,2014,Feb,0.1
BRO,2014,May,0.1
BRO,2014,Oct,0.11
BRO,2015,Apr,0.11
BRO,2015,Aug,0.11
BRO,2015,Feb,0.11
BRO,2015,Nov,0.1225
BRO,2016,Aug,0.1225
BRO,2016,Feb,0.1225
BRO,2016,May,0.1225
BRO,2016,Oct,0.135
BRO,2017,Aug,0.0675
BRO,2017,Feb,0.135
BRO,2017,May,0.135
BRO,2017,Oct,0.075
BRO,2018,Aug,0.075
BRO,2018,Feb,0.075
BRO,2018,May,0.075
BRO,2018,Oct,0.08
BRO,2019,Aug,0.08
BRO,2019,Feb,0.08
BRO,2019,May,0.08
BRO,2019,Nov,0.085
BRT,2017,Dec,0.18
BRT,2017,Sep,0.18
BRT,2018,Dec,0.2
BRT,2018,Jun,0.2
BRT,2018,Mar,0.2
BRT,2018,Sep,0.2
BRT,2019,Dec,0.22
BRT,2019,Jun,0.2
BRT,2019,Mar,0.2
BRT,2019,Sep,0.22
BRX,2014,Apr,0.2
BRX,2014,Jan,0.127
BRX,2014,Jul,0.2
BRX,2014,Oct,0.2
BRX,2015,Apr,0.225
BRX,2015,Jan,0.225
BRX,2015,Jul,0.45
BRX,2015,Oct,0.225
BRX,2016,Apr,0.245
BRX,2016,Jan,0.245
BRX,2016,Jul,0.245
BRX,2016,Oct,0.245
BRX,2017,Apr,0.26
BRX,2017,Jan,0.26
BRX,2017,Jul,0.26
BRX,2017,Oct,0.26
BRX,2018,Apr,0.275
BRX,2018,Jan,0.275
BRX,2018,Jul,0.275
BRX,2018,Oct,0.275
BRX,2019,Apr,0.28
BRX,2019,Jan,0.28
BRX,2019,Jul,0.28
BRX,2019,Oct,0.28
BRY,2018,Dec,0.12
BRY,2018,Sep,0.09
BRY,2019,Dec,0.12
BRY,2019,Jun,0.12
BRY,2019,Mar,0.12
BRY,2019,Sep,0.12
BSA,2019,Apr,0.32
BSA,2019,Jan,0.32
BSA,2019,Jul,0.32
BSA,2019,Oct,0.32
BSAC,2010,Apr,2.07711
BSAC,2011,Apr,3.28987
BSAC,2012,Apr,2.96214
BSAC,2013,Apr,1.04473
BSAC,2014,Apr,0.993513
BSAC,2015,Apr,1.14253
BSAC,2016,Apr,1.07701
BSAC,2017,Apr,1.07237
BSAC,2018,Apr,1.48603
BSAC,2019,Apr,1.13161
BSBR,2010,Dec,0.201381
BSBR,2010,Jul,0.064
BSBR,2010,Mar,0.059
BSBR,2010,Sep,0.081
BSBR,2011,Dec,0.119197
BSBR,2011,Jun,0.09380100000000001
BSBR,2011,Mar,0.095
BSBR,2011,Sep,0.059
BSBR,2012,Apr,0.058
BSBR,2012,Dec,0.033277
BSBR,2012,Jul,0.116247
BSBR,2012,Oct,0.066551
BSBR,2013,Apr,0.03938
BSBR,2013,Jul,0.071011
BSBR,2013,Oct,0.052818
BSBR,2014,Apr,0.025854
BSBR,2014,Jan,0.77342
BSBR,2014,Jul,0.047882
BSBR,2014,Oct,0.020286
BSBR,2015,Apr,0.010953
BSBR,2015,Jan,0.068
BSBR,2015,Sep,0.203599
BSBR,2016,Jan,0.107286
BSBR,2016,Jul,0.042
BSBR,2017,Aug,0.042211
BSBR,2017,Jan,0.057313
BSBR,2017,May,0.042
BSBR,2017,Oct,0.041128
BSBR,2018,Apr,0.048306
BSBR,2018,Jan,0.185635
BSBR,2018,Jul,0.042319
BSBR,2018,Oct,0.04003
BSBR,2019,Apr,0.068494
BSBR,2019,Jan,0.199043
BSBR,2019,Jul,0.069821
BSBR,2019,Oct,0.065
BSET,2011,Aug,0.03
BSET,2011,Dec,0.5
BSET,2011,May,0.03
BSET,2011,Nov,0.035
BSET,2012,Aug,0.05
BSET,2012,Feb,0.05
BSET,2012,May,0.05
BSET,2012,Nov,0.05
BSET,2012,Oct,1.25
BSET,2013,Aug,0.06
BSET,2013,Dec,0.2
BSET,2013,Feb,0.05
BSET,2013,May,0.05
BSET,2013,Nov,0.06
BSET,2014,Aug,0.08
BSET,2014,Dec,0.2
BSET,2014,Feb,0.06
BSET,2014,May,0.06
BSET,2014,Nov,0.08
BSET,2015,Aug,0.09
BSET,2015,Dec,0.2
BSET,2015,Feb,0.08
BSET,2015,May,0.08
BSET,2015,Nov,0.09
BSET,2016,Aug,0.1
BSET,2016,Feb,0.09
BSET,2016,May,0.09
BSET,2016,Nov,0.4
BSET,2017,Aug,0.11
BSET,2017,Feb,0.1
BSET,2017,May,0.1
BSET,2017,Nov,0.45999999999999996
BSET,2018,Aug,0.125
BSET,2018,Feb,0.11
BSET,2018,May,0.11
BSET,2018,Nov,0.125
BSET,2019,Aug,0.125
BSET,2019,Feb,0.125
BSET,2019,May,0.125
BSET,2019,Nov,0.125
BSIG,2015,Dec,0.08
BSIG,2015,Jun,0.08
BSIG,2015,Mar,0.08
BSIG,2015,Sep,0.08
BSIG,2016,Dec,0.08
BSIG,2016,Jun,0.08
BSIG,2016,Mar,0.08
BSIG,2016,Sep,0.08
BSIG,2017,Dec,0.09
BSIG,2017,Jun,0.09
BSIG,2017,Mar,0.08
BSIG,2017,Sep,0.09
BSIG,2018,Dec,0.1
BSIG,2018,Jun,0.1
BSIG,2018,Mar,0.09
BSIG,2018,Sep,0.1
BSIG,2019,Dec,0.1
BSIG,2019,Jun,0.1
BSIG,2019,Mar,0.1
BSIG,2019,Sep,0.1
BSM,2015,Aug,0.2625
BSM,2015,Nov,0.2625
BSM,2016,Aug,0.2875
BSM,2016,Feb,0.2625
BSM,2016,May,0.2625
BSM,2016,Nov,0.2875
BSM,2017,Aug,0.3125
BSM,2017,Feb,0.575
BSM,2017,May,0.2875
BSM,2017,Nov,0.3125
BSM,2018,Aug,0.3375
BSM,2018,Feb,0.3125
BSM,2018,May,0.3125
BSM,2018,Nov,0.37
BSM,2019,Aug,0.37
BSM,2019,Feb,0.37
BSM,2019,May,0.37
BSM,2019,Nov,0.37
BSMX,2013,Aug,0.217799
BSMX,2013,Dec,0.952013
BSMX,2014,Dec,0.1734
BSMX,2015,Dec,0.137962
BSMX,2015,May,0.169348
BSMX,2016,Dec,0.485148
BSMX,2016,May,0.152923
BSMX,2017,Dec,0.17411
BSMX,2017,May,0.166915
BSMX,2018,Dec,0.18481
BSMX,2018,Jan,0.072565
BSMX,2018,Jun,0.160343
BSMX,2019,Dec,0.212575
BSMX,2019,May,0.185535
BSRR,2010,Apr,0.06
BSRR,2010,Jan,0.06
BSRR,2010,Jul,0.06
BSRR,2010,Oct,0.06
BSRR,2011,Apr,0.06
BSRR,2011,Jan,0.06
BSRR,2011,Jul,0.06
BSRR,2011,Nov,0.06
BSRR,2012,Jan,0.06
BSRR,2012,Jul,0.06
BSRR,2012,May,0.06
BSRR,2012,Oct,0.06
BSRR,2013,Apr,0.06
BSRR,2013,Jan,0.06
BSRR,2013,Jul,0.07
BSRR,2013,Oct,0.07
BSRR,2014,Apr,0.08
BSRR,2014,Jan,0.08
BSRR,2014,Jul,0.09
BSRR,2014,Oct,0.09
BSRR,2015,Apr,0.1
BSRR,2015,Jan,0.1
BSRR,2015,Jul,0.11
BSRR,2015,Oct,0.11
BSRR,2016,Aug,0.12
BSRR,2016,Feb,0.12
BSRR,2016,May,0.12
BSRR,2016,Nov,0.12
BSRR,2017,Aug,0.14
BSRR,2017,Jan,0.14
BSRR,2017,May,0.14
BSRR,2017,Nov,0.14
BSRR,2018,Aug,0.16
BSRR,2018,Jan,0.16
BSRR,2018,May,0.16
BSRR,2018,Oct,0.16
BSRR,2019,Jan,0.18
BSRR,2019,Jul,0.19
BSRR,2019,May,0.18
BSRR,2019,Oct,0.19
BSVN,2019,Dec,0.5
BSVN,2019,Sep,0.1
BTE,2010,Apr,0.179
BTE,2010,Aug,0.768
BTE,2010,Dec,0.2
BTE,2010,Feb,0.172
BTE,2010,Jan,0.169
BTE,2010,Jul,0.176
BTE,2010,Jun,0.172
BTE,2010,Mar,0.175
BTE,2010,May,0.167
BTE,2010,Nov,0.177
BTE,2010,Oct,0.176
BTE,2010,Sep,0.176
BTE,2011,Apr,0.207
BTE,2011,Aug,0.202
BTE,2011,Dec,0.216
BTE,2011,Feb,0.202
BTE,2011,Jan,0.201
BTE,2011,Jul,0.212
BTE,2011,Jun,0.202
BTE,2011,Mar,0.204
BTE,2011,May,0.204
BTE,2011,Nov,0.191
BTE,2011,Oct,0.197
BTE,2011,Sep,0.196
BTE,2012,Apr,0.223
BTE,2012,Aug,0.222
BTE,2012,Dec,0.224
BTE,2012,Feb,0.22
BTE,2012,Jan,0.22
BTE,2012,Jul,0.218
BTE,2012,Jun,0.214
BTE,2012,Mar,0.222
BTE,2012,May,0.214
BTE,2012,Nov,0.221
BTE,2012,Sep,0.225
BTE,2013,Apr,0.216
BTE,2013,Aug,0.21
BTE,2013,Dec,0.207
BTE,2013,Feb,0.215
BTE,2013,Jan,0.218
BTE,2013,Jul,0.214
BTE,2013,Jun,0.209
BTE,2013,Mar,0.215
BTE,2013,May,0.212
BTE,2013,Nov,0.209
BTE,2013,Oct,0.211
BTE,2014,Apr,0.199
BTE,2014,Aug,0.219
BTE,2014,Dec,0.086
BTE,2014,Feb,0.199
BTE,2014,Jan,0.197
BTE,2014,Jul,0.222
BTE,2014,Jun,0.224
BTE,2014,Mar,0.198
BTE,2014,May,0.203
BTE,2014,Nov,0.213
BTE,2014,Oct,0.215
BTE,2014,Sep,0.216
BTE,2015,Apr,0.083
BTE,2015,Aug,0.077
BTE,2015,Feb,0.08
BTE,2015,Jan,0.081
BTE,2015,Jul,0.077
BTE,2015,Jun,0.081
BTE,2015,Mar,0.08
BTE,2015,May,0.08
BTG,2019,Nov,0.02
BTI,2010,Aug,1.04405
BTI,2010,Mar,2.17901
BTI,2011,Aug,1.18677
BTI,2011,Mar,2.65504
BTI,2012,Aug,1.35671
BTI,2012,Mar,2.85509
BTI,2013,Aug,1.45129
BTI,2013,Mar,2.87463
BTI,2014,Aug,1.52533
BTI,2014,Mar,3.29472
BTI,2015,Aug,1.49287
BTI,2015,Mar,3.06166
BTI,2016,Aug,1.33247
BTI,2016,Mar,3.02922
BTI,2017,Aug,0.758569
BTI,2017,Dec,0.606868
BTI,2017,Mar,1.52394
BTI,2018,Dec,0.632496
BTI,2018,Jun,0.628153
BTI,2018,Mar,0.661142
BTI,2018,Oct,0.621712
BTI,2019,Dec,0.657161
BTI,2019,Jun,0.615597
BTI,2019,Mar,0.659699
BTI,2019,Oct,0.674
BTU,2018,Aug,0.125
BTU,2018,Feb,0.115
BTU,2018,May,0.115
BTU,2018,Oct,0.13
BTU,2019,Aug,0.145
BTU,2019,Feb,0.13
BTU,2019,Mar,1.85
BTU,2019,May,0.14
BTU,2019,Oct,0.145
BUD,2010,Apr,0.493772
BUD,2011,Apr,1.18102
BUD,2012,Apr,1.5738
BUD,2013,Apr,2.21915
BUD,2013,Nov,0.809075
BUD,2014,Apr,1.99984
BUD,2014,Nov,1.2534
BUD,2015,Apr,2.24145
BUD,2015,Nov,1.70987
BUD,2016,Apr,2.30104
BUD,2016,Nov,1.70303
BUD,2017,May,2.19275
BUD,2017,Nov,1.85344
BUD,2018,May,2.38998
BUD,2018,Nov,0.908683
BUD,2019,May,1.12173
BUD,2019,Nov,0.891
BUSE,2010,Apr,0.12
BUSE,2010,Jan,0.12
BUSE,2010,Jul,0.12
BUSE,2010,Oct,0.12
BUSE,2011,Apr,0.12
BUSE,2011,Jan,0.12
BUSE,2011,Jul,0.12
BUSE,2011,Oct,0.12
BUSE,2012,Apr,0.12
BUSE,2012,Dec,0.24
BUSE,2012,Jan,0.12
BUSE,2012,Jul,0.12
BUSE,2012,Oct,0.12
BUSE,2013,Apr,0.12
BUSE,2013,Jul,0.12
BUSE,2013,Oct,0.12
BUSE,2014,Apr,0.2
BUSE,2014,Jan,0.12
BUSE,2014,Jul,0.15
BUSE,2014,Oct,0.15
BUSE,2015,Apr,0.15
BUSE,2015,Jan,0.15
BUSE,2015,Jul,0.15
BUSE,2015,Oct,0.17
BUSE,2016,Apr,0.17
BUSE,2016,Jan,0.17
BUSE,2016,Jul,0.17
BUSE,2016,Oct,0.17
BUSE,2017,Apr,0.18
BUSE,2017,Jan,0.18
BUSE,2017,Jul,0.18
BUSE,2017,Oct,0.18
BUSE,2018,Apr,0.2
BUSE,2018,Jan,0.2
BUSE,2018,Jul,0.2
BUSE,2018,Oct,0.2
BUSE,2019,Apr,0.21
BUSE,2019,Jan,0.21
BUSE,2019,Jul,0.21
BUSE,2019,Oct,0.21
BVN,2010,Apr,0.287412
BVN,2010,Nov,0.16
BVN,2011,Apr,0.33
BVN,2011,Nov,0.23
BVN,2012,Apr,0.4
BVN,2012,Nov,0.2
BVN,2013,Apr,0.3
BVN,2013,Nov,0.01
BVN,2014,Apr,0.011
BVN,2014,Nov,0.023
BVN,2016,Nov,0.03
BVN,2017,Apr,0.057
BVN,2017,Nov,0.03
BVN,2018,Apr,0.03
BVN,2018,Nov,0.06
BVN,2019,Apr,0.06
BVN,2019,Nov,0.027
BWA,2013,Aug,0.25
BWA,2013,Oct,0.25
BWA,2014,Apr,0.125
BWA,2014,Aug,0.26
BWA,2014,Jan,0.125
BWA,2014,Nov,0.13
BWA,2015,Aug,0.13
BWA,2015,Feb,0.13
BWA,2015,May,0.13
BWA,2015,Nov,0.13
BWA,2016,Aug,0.13
BWA,2016,Feb,0.13
BWA,2016,May,0.13
BWA,2016,Nov,0.14
BWA,2017,Aug,0.14
BWA,2017,Feb,0.14
BWA,2017,May,0.14
BWA,2017,Nov,0.17
BWA,2018,Aug,0.17
BWA,2018,Feb,0.17
BWA,2018,May,0.17
BWA,2018,Nov,0.17
BWA,2019,Aug,0.17
BWA,2019,Feb,0.17
BWA,2019,May,0.17
BWA,2019,Nov,0.17
BWFG,2015,Dec,0.05
BWFG,2016,Aug,0.05
BWFG,2016,Feb,0.05
BWFG,2016,May,0.05
BWFG,2016,Nov,0.07
BWFG,2017,Aug,0.07
BWFG,2017,Feb,0.07
BWFG,2017,May,0.07
BWFG,2017,Nov,0.07
BWFG,2018,Aug,0.12
BWFG,2018,Feb,0.12
BWFG,2018,May,0.12
BWFG,2018,Nov,0.12
BWFG,2019,Aug,0.13
BWFG,2019,Feb,0.13
BWFG,2019,May,0.13
BWFG,2019,Nov,0.13
BWXT,2012,Nov,0.08
BWXT,2013,Aug,0.08
BWXT,2013,Feb,0.08
BWXT,2013,May,0.08
BWXT,2013,Nov,0.1
BWXT,2014,Aug,0.1
BWXT,2014,Feb,0.1
BWXT,2014,May,0.1
BWXT,2014,Nov,0.1
BWXT,2015,Aug,0.06
BWXT,2015,Feb,0.1
BWXT,2015,May,0.1
BWXT,2015,Nov,0.06
BWXT,2016,Aug,0.09
BWXT,2016,Mar,0.09
BWXT,2016,May,0.09
BWXT,2016,Nov,0.09
BWXT,2017,Aug,0.11
BWXT,2017,Mar,0.09
BWXT,2017,May,0.11
BWXT,2017,Nov,0.11
BWXT,2018,Aug,0.16
BWXT,2018,Mar,0.16
BWXT,2018,May,0.16
BWXT,2018,Nov,0.16
BWXT,2019,Aug,0.17
BWXT,2019,Mar,0.17
BWXT,2019,May,0.17
BWXT,2019,Nov,0.17
BX,2010,Aug,0.1
BX,2010,Mar,0.3
BX,2010,May,0.1
BX,2010,Nov,0.1
BX,2011,Aug,0.1
BX,2011,Mar,0.32
BX,2011,May,0.1
BX,2011,Nov,0.1
BX,2012,Aug,0.1
BX,2012,Mar,0.22
BX,2012,May,0.1
BX,2012,Nov,0.1
BX,2013,Apr,0.3
BX,2013,Feb,0.42
BX,2013,Jul,0.23
BX,2013,Oct,0.23
BX,2014,Apr,0.35
BX,2014,Feb,0.58
BX,2014,Jul,0.55
BX,2014,Oct,0.44
BX,2015,Apr,0.89
BX,2015,Feb,0.78
BX,2015,Jul,0.74
BX,2015,Oct,0.49
BX,2016,Apr,0.28
BX,2016,Feb,0.61
BX,2016,Jul,0.36
BX,2016,Nov,0.41
BX,2016,Sep,0.62
BX,2017,Apr,0.87
BX,2017,Feb,0.47
BX,2017,Jul,0.54
BX,2017,Oct,0.44
BX,2018,Apr,0.35
BX,2018,Dec,0.62
BX,2018,Feb,0.85
BX,2018,Jul,0.58
BX,2018,Jun,0.62
BX,2018,Oct,0.64
BX,2019,Apr,0.37
BX,2019,Feb,0.58
BX,2019,Jul,0.48
BX,2019,Nov,0.49
BXG,2018,Apr,0.15
BXG,2018,Jan,0.15
BXG,2018,Jul,0.15
BXG,2018,Oct,0.15
BXG,2019,Apr,0.17
BXG,2019,Aug,0.17
BXG,2019,Jan,0.17
BXG,2019,Nov,0.13
BXMT,2012,Dec,20.0
BXMT,2013,Dec,0.45
BXMT,2013,Sep,0.27
BXMT,2014,Dec,0.52
BXMT,2014,Jun,0.48
BXMT,2014,Mar,0.48
BXMT,2014,Sep,0.5
BXMT,2015,Dec,0.62
BXMT,2015,Jun,0.52
BXMT,2015,Mar,0.52
BXMT,2015,Sep,0.62
BXMT,2016,Dec,0.62
BXMT,2016,Jun,0.62
BXMT,2016,Mar,0.62
BXMT,2016,Sep,0.62
BXMT,2017,Dec,0.62
BXMT,2017,Jun,0.62
BXMT,2017,Mar,0.62
BXMT,2017,Sep,0.62
BXMT,2018,Dec,0.62
BXMT,2018,Jun,0.62
BXMT,2018,Mar,0.62
BXMT,2018,Sep,0.62
BXMT,2019,Dec,0.62
BXMT,2019,Jun,0.62
BXMT,2019,Mar,0.62
BXMT,2019,Sep,0.62
BXP,2010,Dec,0.5
BXP,2010,Jun,0.5
BXP,2010,Mar,0.5
BXP,2010,Sep,0.5
BXP,2011,Dec,0.55
BXP,2011,Jun,0.5
BXP,2011,Mar,0.5
BXP,2011,Sep,0.5
BXP,2012,Dec,0.65
BXP,2012,Jun,0.55
BXP,2012,Mar,0.55
BXP,2012,Sep,0.55
BXP,2013,Dec,0.65
BXP,2013,Jun,0.65
BXP,2013,Mar,0.65
BXP,2013,Sep,0.65
BXP,2014,Dec,0.65
BXP,2014,Jun,0.65
BXP,2014,Mar,0.65
BXP,2014,Sep,0.65
BXP,2015,Dec,0.65
BXP,2015,Jun,0.65
BXP,2015,Mar,0.65
BXP,2015,Sep,0.65
BXP,2016,Dec,0.75
BXP,2016,Jun,0.65
BXP,2016,Mar,0.65
BXP,2016,Sep,0.65
BXP,2017,Dec,0.8
BXP,2017,Jun,0.75
BXP,2017,Mar,0.75
BXP,2017,Sep,0.75
BXP,2018,Dec,0.95
BXP,2018,Jun,0.8
BXP,2018,Mar,0.8
BXP,2018,Sep,0.95
BXP,2019,Dec,0.98
BXP,2019,Jun,0.95
BXP,2019,Mar,0.95
BXP,2019,Sep,0.95
BY,2019,Dec,0.03
BYD,2017,Dec,0.05
BYD,2017,Jun,0.05
BYD,2017,Sep,0.05
BYD,2018,Dec,0.06
BYD,2018,Jun,0.06
BYD,2018,Mar,0.05
BYD,2018,Sep,0.06
BYD,2019,Dec,0.07
BYD,2019,Jun,0.07
BYD,2019,Mar,0.06
BYD,2019,Sep,0.07
BYFC,2010,Apr,0.01
BYFC,2010,Jan,0.05
C,2011,Jul,0.01
C,2011,May,0.01
C,2011,Nov,0.01
C,2012,Aug,0.01
C,2012,Feb,0.01
C,2012,May,0.01
C,2012,Nov,0.01
C,2013,Aug,0.01
C,2013,Jan,0.01
C,2013,May,0.01
C,2013,Oct,0.01
C,2014,Jan,0.01
C,2014,Jul,0.01
C,2014,May,0.01
C,2014,Oct,0.01
C,2015,Jan,0.01
C,2015,Jul,0.05
C,2015,May,0.05
C,2015,Oct,0.05
C,2016,Apr,0.05
C,2016,Jan,0.05
C,2016,Jul,0.16
C,2016,Nov,0.16
C,2017,Apr,0.16
C,2017,Aug,0.32
C,2017,Feb,0.16
C,2017,Nov,0.32
C,2018,Aug,0.45
C,2018,Feb,0.32
C,2018,May,0.32
C,2018,Nov,0.45
C,2019,Aug,0.51
C,2019,Feb,0.45
C,2019,May,0.45
C,2019,Nov,0.51
CAAS,2014,Jun,0.18
CABO,2015,Nov,1.5
CABO,2016,Aug,1.5
CABO,2016,Feb,1.5
CABO,2016,May,1.5
CABO,2016,Nov,1.5
CABO,2017,Aug,1.75
CABO,2017,Feb,1.5
CABO,2017,May,1.5
CABO,2017,Nov,1.75
CABO,2018,Aug,2.0
CABO,2018,Feb,1.75
CABO,2018,May,1.75
CABO,2018,Nov,2.0
CABO,2019,Aug,2.25
CABO,2019,Feb,2.0
CABO,2019,May,2.0
CABO,2019,Nov,2.25
CAC,2010,Apr,0.16667
CAC,2010,Jan,0.16667
CAC,2010,Jul,0.16667
CAC,2010,Oct,0.16667
CAC,2011,Apr,0.16667
CAC,2011,Dec,0.33333
CAC,2011,Jan,0.16667
CAC,2011,Jul,0.16667
CAC,2011,Oct,0.16667
CAC,2012,Apr,0.16667
CAC,2012,Jan,0.16667
CAC,2012,Jul,0.16667
CAC,2012,Oct,0.16667
CAC,2013,Apr,0.18
CAC,2013,Jan,0.16667
CAC,2013,Jul,0.18
CAC,2013,Oct,0.18
CAC,2014,Apr,0.18
CAC,2014,Jan,0.18
CAC,2014,Jul,0.18
CAC,2014,Oct,0.18
CAC,2015,Apr,0.2
CAC,2015,Jan,0.2
CAC,2015,Jul,0.2
CAC,2015,Oct,0.2
CAC,2016,Apr,0.2
CAC,2016,Jan,0.2
CAC,2016,Jul,0.2
CAC,2016,Oct,0.2
CAC,2017,Apr,0.23
CAC,2017,Jan,0.23
CAC,2017,Jul,0.23
CAC,2017,Oct,0.23
CAC,2018,Apr,0.25
CAC,2018,Jan,0.25
CAC,2018,Jul,0.3
CAC,2018,Oct,0.3
CAC,2019,Apr,0.3
CAC,2019,Jan,0.3
CAC,2019,Jul,0.3
CAC,2019,Oct,0.3
CADE,2018,Aug,0.15
CADE,2018,Feb,0.125
CADE,2018,May,0.125
CADE,2018,Nov,0.15
CADE,2019,Aug,0.175
CADE,2019,Feb,0.175
CADE,2019,May,0.175
CADE,2019,Nov,0.175
CAE,2010,Dec,0.04
CAE,2010,Jun,0.0289
CAE,2010,Mar,0.03
CAE,2010,Sep,0.0388
CAE,2011,Dec,0.04
CAE,2011,Jun,0.04
CAE,2011,Mar,0.04
CAE,2011,Sep,0.04
CAE,2012,Dec,0.05
CAE,2012,Jun,0.04
CAE,2012,Mar,0.04
CAE,2012,Sep,0.05
CAE,2013,Dec,0.06
CAE,2013,Jun,0.05
CAE,2013,Mar,0.05
CAE,2013,Sep,0.05
CAE,2014,Dec,0.07
CAE,2014,Jun,0.06
CAE,2014,Mar,0.06
CAE,2014,Sep,0.07
CAE,2015,Dec,0.075
CAE,2015,Jun,0.07
CAE,2015,Mar,0.07
CAE,2015,Sep,0.075
CAE,2016,Dec,0.08
CAE,2016,Jun,0.075
CAE,2016,Mar,0.075
CAE,2016,Sep,0.08
CAE,2017,Dec,0.09
CAE,2017,Jun,0.08
CAE,2017,Mar,0.08
CAE,2017,Sep,0.09
CAE,2018,Dec,0.1
CAE,2018,Jun,0.09
CAE,2018,Mar,0.09
CAE,2018,Sep,0.1
CAE,2019,Dec,0.083
CAE,2019,Jun,0.1
CAE,2019,Mar,0.1
CAE,2019,Sep,0.083
CAG,2010,Apr,0.2
CAG,2010,Jan,0.2
CAG,2010,Jul,0.2
CAG,2010,Oct,0.23
CAG,2011,Apr,0.23
CAG,2011,Jan,0.23
CAG,2011,Jul,0.23
CAG,2011,Oct,0.24
CAG,2012,Apr,0.24
CAG,2012,Jan,0.24
CAG,2012,Jul,0.24
CAG,2012,Oct,0.44455
CAG,2013,Apr,0.25
CAG,2013,Jan,0.25
CAG,2013,Jul,0.25
CAG,2013,Oct,0.25
CAG,2014,Apr,0.25
CAG,2014,Jan,0.25
CAG,2014,Jul,0.25
CAG,2014,Oct,0.25
CAG,2015,Apr,0.25
CAG,2015,Jan,0.25
CAG,2015,Jul,0.25
CAG,2015,Oct,0.25
CAG,2016,Apr,0.25
CAG,2016,Jan,0.25
